[21;
 31;
 32;
 31;
 27;
 19;
 11;
 8;
 9;
 21;
 255;
 72;
 100;
 130;
 154;
 174;
 184;
 195;
 202;
 205;
 198;
 181;
 168;
 159;
 151;
 139;
 140;
 139;
 134;
 126;
 121;
 122;
 122;
 124;
 133;
 141;
 145;
 145;
 142;
 143;
 143;
 143;
 143;
 145;
 141;
 139;
 134;
 136;
 140;
 145;
 150;
 153;
 155;
 151;
 149;
 149;
 146]


