(i;j)= (0;2)= ,0
(i;j)= (0;3)= ,0
(i;j)= (1;1)= ,44.9905
(i;j)= (1;4)= ,135.01
(i;j)= (2;0)= ,0
(i;j)= (2;5)= ,153.433
(i;j)= (3;0)= ,0
(i;j)= (3;5)= ,135.01
(i;j)= (3;6)= ,135.01
(i;j)= (4;0)= ,0
(i;j)= (4;6)= ,153.433
(i;j)= (5;0)= ,0
(i;j)= (5;6)= ,180
(i;j)= (6;0)= ,0
(i;j)= (6;7)= ,135.01
(i;j)= (6;8)= ,90
(i;j)= (7;0)= ,0
(i;j)= (7;9)= ,135.01
(i;j)= (8;0)= ,0
(i;j)= (8;9)= ,180
(i;j)= (9;0)= ,0
(i;j)= (9;10)= ,153.433
(i;j)= (10;0)= ,0
(i;j)= (10;10)= ,135.01
(i;j)= (10;11)= ,135.01
(i;j)= (11;0)= ,0
(i;j)= (11;11)= ,153.433
(i;j)= (12;0)= ,0
(i;j)= (12;12)= ,135.01
(i;j)= (13;0)= ,0
(i;j)= (13;13)= ,135.01
(i;j)= (14;0)= ,0
(i;j)= (14;13)= ,180
(i;j)= (15;1)= ,333.433
(i;j)= (15;14)= ,135.01
(i;j)= (16;1)= ,333.433
(i;j)= (16;15)= ,135.01
(i;j)= (17;1)= ,0
(i;j)= (17;15)= ,180
(i;j)= (18;2)= ,315.01
(i;j)= (18;4)= ,270
(i;j)= (18;16)= ,135.01
(i;j)= (18;17)= ,90
(i;j)= (19;3)= ,315.01
(i;j)= (19;5)= ,224.99
(i;j)= (19;6)= ,315.01
(i;j)= (19;18)= ,116.567
(i;j)= (19;19)= ,135.01
(i;j)= (20;3)= ,0
(i;j)= (20;5)= ,180
(i;j)= (20;19)= ,180
(i;j)= (21;3)= ,341.561
(i;j)= (21;4)= ,270
(i;j)= (21;5)= ,198.439
(i;j)= (21;7)= ,315.01
(i;j)= (21;19)= ,161.561
(i;j)= (21;20)= ,108.439
(i;j)= (22;8)= ,315.01
(i;j)= (22;21)= ,135.01
(i;j)= (23;8)= ,0
(i;j)= (23;21)= ,180
(i;j)= (24;9)= ,315.01
(i;j)= (24;10)= ,270
(i;j)= (24;22)= ,135.01
(i;j)= (24;23)= ,90
(i;j)= (24;24)= ,90
(i;j)= (25;11)= ,315.01
(i;j)= (25;14)= ,270
(i;j)= (25;15)= ,315.01
(i;j)= (25;25)= ,135.01
(i;j)= (26;11)= ,0
(i;j)= (26;15)= ,0
(i;j)= (26;25)= ,180
(i;j)= (27;12)= ,315.01
(i;j)= (27;13)= ,251.561
(i;j)= (27;15)= ,288.439
(i;j)= (27;16)= ,270
(i;j)= (27;26)= ,135.01
(i;j)= (28;14)= ,270
(i;j)= (28;17)= ,315.01
(i;j)= (28;27)= ,116.567
(i;j)= (28;28)= ,135.01
(i;j)= (29;17)= ,0
(i;j)= (29;28)= ,153.433
(i;j)= (30;18)= ,315.01
(i;j)= (30;19)= ,270
(i;j)= (30;20)= ,270
(i;j)= (30;21)= ,270
(i;j)= (30;28)= ,180
(i;j)= (31;22)= ,315.01
(i;j)= (31;29)= ,153.433
(i;j)= (32;23)= ,315.01
(i;j)= (32;29)= ,153.433
(i;j)= (33;24)= ,296.567
(i;j)= (33;25)= ,296.567
(i;j)= (33;26)= ,270
(i;j)= (33;27)= ,270
(i;j)= (33;28)= ,270
(i;j)= (33;29)= ,224.99
