(i;j)= (0;23)= ,255
(i;j)= (0;24)= ,255
(i;j)= (0;25)= ,255
(i;j)= (0;26)= ,255
(i;j)= (0;36)= ,255
(i;j)= (0;44)= ,255
(i;j)= (1;22)= ,255
(i;j)= (1;27)= ,255
(i;j)= (1;35)= ,255
(i;j)= (1;37)= ,255
(i;j)= (1;43)= ,255
(i;j)= (1;45)= ,255
(i;j)= (2;21)= ,255
(i;j)= (2;27)= ,255
(i;j)= (2;34)= ,255
(i;j)= (2;37)= ,255
(i;j)= (2;43)= ,255
(i;j)= (2;45)= ,255
(i;j)= (3;22)= ,255
(i;j)= (3;28)= ,255
(i;j)= (3;34)= ,255
(i;j)= (3;38)= ,255
(i;j)= (3;43)= ,255
(i;j)= (3;44)= ,255
(i;j)= (3;45)= ,255
(i;j)= (4;22)= ,255
(i;j)= (4;29)= ,255
(i;j)= (4;30)= ,255
(i;j)= (4;34)= ,255
(i;j)= (4;38)= ,255
(i;j)= (4;43)= ,255
(i;j)= (4;45)= ,255
(i;j)= (4;46)= ,255
(i;j)= (5;22)= ,255
(i;j)= (5;30)= ,255
(i;j)= (5;34)= ,255
(i;j)= (5;38)= ,255
(i;j)= (5;42)= ,255
(i;j)= (5;46)= ,255
(i;j)= (6;23)= ,255
(i;j)= (6;31)= ,255
(i;j)= (6;34)= ,255
(i;j)= (6;39)= ,255
(i;j)= (6;40)= ,255
(i;j)= (6;41)= ,255
(i;j)= (6;42)= ,255
(i;j)= (6;47)= ,255
(i;j)= (7;24)= ,255
(i;j)= (7;32)= ,255
(i;j)= (7;47)= ,255
(i;j)= (8;24)= ,255
(i;j)= (8;32)= ,255
(i;j)= (8;47)= ,255
(i;j)= (9;25)= ,255
(i;j)= (9;33)= ,255
(i;j)= (9;34)= ,255
(i;j)= (9;48)= ,255
(i;j)= (10;25)= ,255
(i;j)= (10;48)= ,255
(i;j)= (11;25)= ,255
(i;j)= (11;48)= ,255
(i;j)= (12;26)= ,255
(i;j)= (12;27)= ,255
(i;j)= (12;49)= ,255
(i;j)= (12;50)= ,255
(i;j)= (13;28)= ,255
(i;j)= (13;51)= ,255
(i;j)= (14;28)= ,255
(i;j)= (14;51)= ,255
(i;j)= (15;29)= ,255
(i;j)= (15;38)= ,255
(i;j)= (15;39)= ,255
(i;j)= (15;41)= ,255
(i;j)= (15;52)= ,255
(i;j)= (15;53)= ,255
(i;j)= (16;29)= ,255
(i;j)= (16;37)= ,255
(i;j)= (16;40)= ,255
(i;j)= (17;30)= ,255
(i;j)= (17;36)= ,255
(i;j)= (17;40)= ,255
(i;j)= (17;53)= ,255
(i;j)= (18;30)= ,255
(i;j)= (18;31)= ,255
(i;j)= (18;36)= ,255
(i;j)= (18;40)= ,255
(i;j)= (18;46)= ,255
(i;j)= (18;47)= ,255
(i;j)= (18;53)= ,255
(i;j)= (18;54)= ,255
(i;j)= (19;31)= ,255
(i;j)= (19;36)= ,255
(i;j)= (19;42)= ,255
(i;j)= (19;43)= ,255
(i;j)= (19;44)= ,255
(i;j)= (19;45)= ,255
(i;j)= (19;55)= ,255
(i;j)= (20;31)= ,255
(i;j)= (20;36)= ,255
(i;j)= (20;47)= ,255
(i;j)= (20;56)= ,255
(i;j)= (21;32)= ,255
(i;j)= (21;37)= ,255
(i;j)= (21;45)= ,255
(i;j)= (21;48)= ,255
(i;j)= (21;49)= ,255
(i;j)= (21;50)= ,255
(i;j)= (21;51)= ,255
(i;j)= (21;52)= ,255
(i;j)= (21;56)= ,255
(i;j)= (22;33)= ,255
(i;j)= (22;37)= ,255
(i;j)= (22;38)= ,255
(i;j)= (22;53)= ,255
(i;j)= (22;56)= ,255
(i;j)= (23;33)= ,255
(i;j)= (23;38)= ,255
(i;j)= (23;53)= ,255
(i;j)= (23;56)= ,255
(i;j)= (24;34)= ,255
(i;j)= (24;38)= ,255
(i;j)= (24;54)= ,255
(i;j)= (24;55)= ,255
(i;j)= (24;56)= ,255
(i;j)= (25;34)= ,255
(i;j)= (25;39)= ,255
(i;j)= (25;54)= ,255
(i;j)= (25;56)= ,255
(i;j)= (26;34)= ,255
(i;j)= (26;39)= ,255
(i;j)= (26;54)= ,255
(i;j)= (26;56)= ,255
(i;j)= (27;35)= ,255
(i;j)= (27;40)= ,255
(i;j)= (28;35)= ,255
(i;j)= (28;41)= ,255
(i;j)= (29;35)= ,255
(i;j)= (29;41)= ,255
(i;j)= (30;36)= ,255
(i;j)= (30;37)= ,255
(i;j)= (30;42)= ,255
(i;j)= (31;38)= ,255
(i;j)= (31;42)= ,255
(i;j)= (32;38)= ,255
(i;j)= (32;42)= ,255
(i;j)= (33;38)= ,255
(i;j)= (33;43)= ,255
(i;j)= (34;38)= ,255
(i;j)= (34;44)= ,255
(i;j)= (35;38)= ,255
(i;j)= (35;44)= ,255
(i;j)= (36;38)= ,255
(i;j)= (36;44)= ,255
(i;j)= (37;38)= ,255
(i;j)= (37;44)= ,255
(i;j)= (38;38)= ,255
(i;j)= (38;44)= ,255
(i;j)= (39;38)= ,255
(i;j)= (39;44)= ,255
(i;j)= (40;38)= ,255
(i;j)= (40;44)= ,255
(i;j)= (41;38)= ,255
(i;j)= (41;44)= ,255
(i;j)= (42;39)= ,255
(i;j)= (42;40)= ,255
(i;j)= (42;41)= ,255
(i;j)= (42;44)= ,255
(i;j)= (43;42)= ,255
(i;j)= (43;46)= ,255
(i;j)= (43;47)= ,255
(i;j)= (44;42)= ,255
(i;j)= (44;47)= ,255
(i;j)= (44;48)= ,255
(i;j)= (45;43)= ,255
(i;j)= (45;48)= ,255
(i;j)= (46;44)= ,255
(i;j)= (46;48)= ,255
(i;j)= (47;44)= ,255
(i;j)= (47;47)= ,255
(i;j)= (48;45)= ,255
(i;j)= (48;46)= ,255
(i;j)= (48;47)= ,255
