0,0,0,23,0,255
1,0,0,24,0,255
2,0,0,25,0,255
3,0,0,26,0,255
4,0,0,36,0,255
5,0,0,44,0,255
6,8,1,22,44,255
7,27,1,27,135,255
8,8,1,35,44,255
9,27,1,37,135,255
10,3,1,43,18,255
11,32,1,45,161,255
12,0,2,21,0,255
13,36,2,27,180,255
14,0,2,34,0,255
15,36,2,37,180,255
16,0,2,43,0,255
17,36,2,45,180,255
18,66,3,22,333,255
19,27,3,28,135,255
20,0,3,34,0,255
21,30,3,38,153,255
22,5,3,43,26,255
23,18,3,44,90,255
24,30,3,45,153,255
25,66,4,22,333,255
26,23,4,29,116,255
27,27,4,30,135,255
28,0,4,34,0,255
29,30,4,38,153,255
30,5,4,43,26,255
31,32,4,45,161,255
32,27,4,46,135,255
33,0,5,22,0,255
34,30,5,30,153,255
35,0,5,34,0,255
36,36,5,38,180,255
37,0,5,42,0,255
38,27,5,46,135,255
39,63,6,23,315,255
40,27,6,31,135,255
41,0,6,34,0,255
42,27,6,39,135,255
43,18,6,40,90,255
44,18,6,41,90,255
45,8,6,42,44,255
46,30,6,47,153,255
47,63,7,24,315,255
48,27,7,32,135,255
49,30,7,47,153,255
50,0,8,24,0,255
51,36,8,32,180,255
52,36,8,47,180,255
53,66,9,25,333,255
54,27,9,33,135,255
55,8,9,34,44,255
56,30,9,48,153,255
57,66,10,25,333,255
58,30,10,48,153,255
59,0,11,25,0,255
60,36,11,48,180,255
61,63,12,26,315,255
62,54,12,27,270,255
63,27,12,49,135,255
64,18,12,50,90,255
65,63,13,28,315,255
66,27,13,51,135,255
67,0,14,28,0,255
68,36,14,51,180,255
69,66,15,29,333,255
70,54,15,38,270,255
71,54,15,39,270,255
72,54,15,41,270,255
73,27,15,52,135,255
74,21,15,53,108,255
75,66,16,29,333,255
76,44,16,37,224,255
77,63,16,40,315,255
78,66,17,30,333,255
79,36,17,36,180,255
80,0,17,40,0,255
81,41,17,53,206,255
82,63,18,30,315,255
83,63,18,31,315,255
84,36,18,36,180,255
85,68,18,40,341,255
86,50,18,46,251,255
87,57,18,47,288,255
88,27,18,53,135,255
89,18,18,54,90,255
90,66,19,31,333,255
91,36,19,36,180,255
92,54,19,42,270,255
93,54,19,43,270,255
94,59,19,44,296,255
95,54,19,45,270,255
96,27,19,55,135,255
97,0,20,31,0,255
98,36,20,36,180,255
99,3,20,47,18,255
100,30,20,56,153,255
101,63,21,32,315,255
102,30,21,37,153,255
103,0,21,45,0,255
104,59,21,48,296,255
105,54,21,49,270,255
106,54,21,50,270,255
107,54,21,51,270,255
108,54,21,52,270,255
109,30,21,56,153,255
110,63,22,33,315,255
111,27,22,37,135,255
112,27,22,38,135,255
113,63,22,53,315,255
114,36,22,56,180,255
115,0,23,33,0,255
116,36,23,38,180,255
117,0,23,53,0,255
118,36,23,56,180,255
119,66,24,34,333,255
120,32,24,38,161,255
121,66,24,54,333,255
122,54,24,55,270,255
123,41,24,56,206,255
124,66,25,34,333,255
125,27,25,39,135,255
126,66,25,54,333,255
127,41,25,56,206,255
128,0,26,34,0,255
129,36,26,39,180,255
130,68,26,54,341,255
131,39,26,56,198,255
132,66,27,35,333,255
133,27,27,40,135,255
134,66,28,35,333,255
135,27,28,41,135,255
136,0,29,35,0,255
137,36,29,41,180,255
138,63,30,36,315,255
139,54,30,37,270,255
140,30,30,42,153,255
141,63,31,38,315,255
142,30,31,42,153,255
143,0,32,38,0,255
144,36,32,42,180,255
145,0,33,38,0,255
146,27,33,43,135,255
147,0,34,38,0,255
148,27,34,44,135,255
149,0,35,38,0,255
150,36,35,44,180,255
151,0,36,38,0,255
152,36,36,44,180,255
153,0,37,38,0,255
154,36,37,44,180,255
155,0,38,38,0,255
156,36,38,44,180,255
157,0,39,38,0,255
158,36,39,44,180,255
159,0,40,38,0,255
160,36,40,44,180,255
161,0,41,38,0,255
162,36,41,44,180,255
163,63,42,39,315,255
164,54,42,40,270,255
165,54,42,41,270,255
166,36,42,44,180,255
167,63,43,42,315,255
168,14,43,46,71,255
169,27,43,47,135,255
170,0,44,42,0,255
171,27,44,47,135,255
172,27,44,48,135,255
173,63,45,43,315,255
174,36,45,48,180,255
175,63,46,44,315,255
176,41,46,48,206,255
177,0,47,44,0,255
178,36,47,47,180,255
179,63,48,45,315,255
180,54,48,46,270,255
181,44,48,47,224,255
